issn_l,cr_year,article_total,upw_hybrid_total,cr_hybrid_total,cat
0043-1354,2021,1164,157,160,Global
1530-6984,2018,1163,98,0,Global
1477-0520,2020,1163,86,86,Global
0263-2241,2019,1162,11,12,Global
1948-7185,2018,1160,86,0,Global
1438-3276,2017,1159,0,0,Global
0090-8258,2019,1159,25,25,Global
0018-9545,2018,1158,53,23,Global
0168-9002,2019,1156,55,53,Global
0925-2312,2019,1152,18,18,Global
0196-8904,2021,1150,83,83,Global
1364-0321,2018,1149,68,68,Global
0043-1354,2020,1148,122,123,Global
0897-4756,2019,1146,83,1,Global
2405-4577,2020,1146,26,24,Global
0032-5910,2020,1145,25,25,Global
0039-9140,2020,1145,32,29,Global
0941-0643,2021,1144,114,116,Global
0024-9297,2020,1143,88,18,Global
1464-780X,2018,1142,0,0,Global
0007-0610,2018,1142,7,3,Global
0960-1481,2018,1141,36,36,Global
0304-8853,2018,1141,26,6,Global
0264-410X,2020,1141,326,325,Global
1089-5639,2017,1139,47,0,Global
0925-3467,2021,1138,12,12,Global
1383-5866,2019,1137,22,22,Global
0901-5027,2019,1137,3,3,Global
0167-5273,2019,1135,57,56,Global
0018-9545,2019,1134,67,10,Global
2377-3766,2021,1133,24,81,Global
0196-8904,2020,1132,7,7,Global
1462-0324,2018,1128,64,59,Global
0021-8995,2018,1128,9,7,Global
2050-750X,2020,1127,75,76,Global
0263-8223,2020,1127,47,47,Global
0748-7983,2020,1125,30,30,Global
0257-8972,2021,1124,73,73,Global
0264-410X,2018,1122,296,286,Global
0034-6748,2021,1121,142,0,Global
0022-2623,2021,1120,156,171,Global
1744-683X,2017,1120,123,42,Global
1567-5769,2021,1120,85,85,Global
0957-5820,2021,1120,41,43,Global
0263-2241,2020,1118,45,45,Global
0925-2312,2017,1118,10,10,Global
0032-5910,2021,1118,58,59,Global
0003-4975,2020,1118,2,1,Global
0165-0327,2019,1116,39,39,Global
0007-0610,2017,1114,3,3,Global
0040-4039,2018,1109,14,7,Global
1059-9495,2021,1108,64,63,Global
0003-4975,2017,1107,8,5,Global
1386-1425,2018,1106,5,5,Global
0018-9383,2021,1104,15,53,Global
1438-3276,2018,1104,0,0,Global
0024-9297,2018,1102,55,0,Global
0926-3373,2019,1102,17,17,Global
0926-3373,2021,1101,42,42,Global
0003-4266,2018,1100,1,1,Global
0269-7491,2017,1100,37,37,Global
0032-1052,2020,1099,10,0,Global
1323-7799,2018,1098,2,1,Global
0263-8223,2017,1096,13,13,Global
1068-9265,2020,1093,110,110,Global
0927-7757,2019,1092,12,12,Global
0044-8486,2020,1092,50,50,Global
0957-4484,2017,1092,26,32,Global
0024-9297,2021,1090,79,87,Global
0145-8892,2021,1090,14,16,Global
1049-2275,2021,1090,36,0,Global
0038-092X,2019,1089,24,24,Global
0926-3373,2020,1089,26,26,Global
2211-2855,2021,1088,34,35,Global
1013-9826,2021,1087,1,1,Global
2211-2855,2020,1087,33,32,Global
0278-0046,2020,1087,8,19,Global
1089-5639,2021,1086,112,119,Global
0928-4931,2020,1084,34,33,Global
2574-0962,2019,1084,41,0,Global
0960-0779,2021,1084,21,23,Global
1530-437X,2017,1081,35,15,Global
1438-3276,2019,1080,0,0,Global
0018-926X,2021,1078,15,38,Global
2050-750X,2017,1077,35,8,Global
0032-3861,2021,1077,44,48,Global
0378-5173,2021,1076,95,96,Global
0957-4484,2019,1074,43,46,Global
0897-4756,2018,1072,61,0,Global
2469-9985,2017,1072,377,32,Global
0196-8904,2017,1072,20,20,Global
0885-8993,2019,1071,31,4,Global
0022-1120,2019,1070,102,107,Global
0733-8724,2021,1067,27,96,Global
2042-6496,2021,1066,82,84,Global
0032-1052,2018,1065,40,0,Global
0195-668X,2020,1065,116,113,Global
0008-6223,2020,1064,29,29,Global
0376-8716,2017,1064,23,22,Global
0038-092X,2018,1063,29,29,Global
0018-9456,2020,1061,10,33,Global
0278-0046,2017,1059,44,10,Global
0008-6223,2018,1059,24,24,Global
0141-0296,2018,1059,22,22,Global
0009-2614,2020,1058,6,6,Global
0146-6615,2020,1058,67,65,Global
0264-410X,2017,1056,308,297,Global
0897-4756,2020,1056,94,6,Global
0025-326X,2020,1054,67,64,Global
0947-8396,2021,1054,39,38,Global
1568-4946,2021,1054,45,45,Global
1367-4803,2018,1052,430,416,Global
1058-4838,2018,1052,266,140,Global
0266-7061,2018,1052,430,416,Global
2469-9985,2018,1052,398,113,Global
0022-3727,2019,1051,60,63,Global
1466-8033,2018,1051,44,44,Global
0032-1052,2021,1049,6,0,Global
2213-2929,2020,1048,16,16,Global
0022-2461,2019,1046,50,49,Global
0378-5173,2020,1044,22,9,Global
0926-3373,2018,1044,38,38,Global
1388-6150,2018,1044,63,66,Global
0045-2068,2020,1042,22,22,Global
1466-8033,2021,1042,63,66,Global
0032-1052,2019,1041,25,0,Global
1466-8033,2020,1041,53,53,Global
0926-6690,2021,1040,56,57,Global
1748-0221,2020,1040,115,116,Global
0223-5234,2018,1039,11,11,Global
2211-2855,2019,1037,14,15,Global
0264-410X,2019,1036,335,325,Global
0030-4018,2017,1036,11,11,Global
0032-3861,2017,1035,8,8,Global
0378-1119,2018,1035,13,11,Global
0165-1781,2018,1034,25,25,Global
1948-7185,2017,1034,91,0,Global
0018-9464,2017,1033,14,2,Global
0960-894X,2017,1032,14,14,Global
0928-4931,2021,1031,63,67,Global
0030-4018,2020,1030,24,24,Global
0264-410X,2021,1028,333,332,Global
0223-5234,2019,1027,22,22,Global
2155-5435,2017,1027,96,0,Global
0031-8949,2021,1027,16,29,Global
0376-7388,2021,1026,55,54,Global
1099-5129,2018,1026,22,20,Global
1058-4838,2021,1024,288,215,Global
0892-6638,2020,1024,275,273,Global
0278-0046,2018,1023,11,10,Global
0926-3373,2017,1020,15,15,Global
0378-4371,2017,1020,28,10,Global
1072-7515,2020,1020,15,6,Global
0022-5347,2021,1019,21,0,Global
2212-4403,2018,1019,8,7,Global
1386-1425,2019,1018,4,4,Global
0003-4932,2020,1017,23,0,Global
1868-5137,2020,1017,24,25,Global
0168-9002,2018,1017,180,178,Global
0278-0046,2019,1016,20,10,Global
0960-9822,2020,1016,180,173,Global
0024-9297,2017,1016,56,0,Global
0024-9297,2019,1016,68,0,Global
0257-8972,2018,1015,18,5,Global
0030-4018,2018,1014,8,8,Global
0148-2963,2021,1012,100,100,Global
1755-375X,2017,1010,18,16,Global
1049-2275,2019,1010,4,0,Global
0254-0584,2019,1010,2,2,Global
0361-5235,2019,1010,18,18,Global
0090-8258,2017,1010,19,19,Global
0022-1694,2019,1009,18,18,Global
2469-9985,2019,1008,337,132,Global
1099-0690,2018,1007,22,20,Global
0960-9822,2021,1007,224,218,Global
1058-4838,2017,1007,211,51,Global
1567-5769,2020,1005,76,68,Global
1438-3276,2020,1002,0,0,Global
0306-3674,2017,1000,40,0,Global
0190-7409,2020,998,88,88,Global
0926-6690,2020,997,32,32,Global
0003-9993,2018,997,4,4,Global
1466-8033,2019,997,50,53,Global
2469-9985,2020,996,199,139,Global
0003-4975,2019,995,1,1,Global
2327-4662,2020,995,10,8,Global
0030-4018,2019,995,6,6,Global
0960-1481,2017,995,50,50,Global
0021-972X,2020,994,164,164,Global
1466-8033,2017,993,75,24,Global
0038-092X,2021,992,62,60,Global
0170-4214,2020,992,21,21,Global
0926-6690,2019,991,12,13,Global
0003-4266,2021,991,2,2,Global
0254-0584,2018,990,0,0,Global
0376-7388,2020,990,27,27,Global
0022-247X,2017,990,9,9,Global
1590-8658,2018,989,6,6,Global
0018-926X,2020,989,18,31,Global
0963-9969,2020,986,120,29,Global
2168-2267,2021,986,8,14,Global
0022-1120,2020,985,198,206,Global
0040-4020,2018,985,9,9,Global
1743-9159,2017,983,1,1,Global
0885-8993,2018,983,35,16,Global
0195-668X,2019,983,111,105,Global
2331-7019,2020,981,113,62,Global
0892-6638,2019,980,112,111,Global
1388-2457,2019,980,25,25,Global
0301-2115,2019,979,2,2,Global
0003-2654,2020,978,88,89,Global
2352-4928,2020,978,28,28,Global
0034-6748,2019,978,61,0,Global
1323-7799,2017,977,8,8,Global
0018-9383,2020,977,16,16,Global
2050-750X,2021,977,55,54,Global
0029-8018,2019,976,32,32,Global
0034-6748,2020,975,73,0,Global
0032-3861,2020,975,23,22,Global
0938-7994,2020,975,220,219,Global
0266-7061,2019,974,366,370,Global
1367-4803,2019,974,366,370,Global
0926-6690,2018,974,6,6,Global
0022-2461,2021,974,97,96,Global
0897-4756,2021,971,95,96,Global
0003-9993,2019,970,10,10,Global
0378-1127,2021,969,153,156,Global
0032-3861,2018,969,8,8,Global
0044-8486,2019,968,33,33,Global
0924-090X,2021,966,111,107,Global
1748-0221,2017,966,123,123,Global
0032-5910,2019,966,16,16,Global
0031-8949,2020,965,13,14,Global
1072-7515,2021,965,569,10,Global
0748-7983,2021,965,57,58,Global
0195-668X,2021,963,152,145,Global
1173-5503,2017,962,0,0,Global
1463-9262,2021,962,163,166,Global
0956-5663,2017,961,13,13,Global
0926-9959,2020,961,132,130,Global
0018-926X,2018,961,27,5,Global
0021-972X,2021,959,268,263,Global
0927-7757,2018,958,8,8,Global
0021-9673,2020,957,55,55,Global
1759-9954,2017,957,72,16,Global
0739-1102,2020,955,14,12,Global
0043-1354,2019,953,72,72,Global
0143-7208,2021,952,16,17,Global
2190-5444,2020,952,55,55,Global
0194-911X,2017,952,24,0,Global
1072-7515,2018,951,3,3,Global
0301-4851,2021,951,65,64,Global
0022-247X,2018,951,6,6,Global
1759-9660,2017,949,29,5,Global
1438-3276,2021,949,0,0,Global
0090-8258,2018,949,18,18,Global
0003-2670,2020,949,4,4,Global
0040-4039,2020,949,8,8,Global
0007-0963,2017,948,46,44,Global
0304-4238,2019,947,21,21,Global
0018-926X,2017,946,31,7,Global
1572-6657,2020,946,12,12,Global
2574-0970,2019,946,29,0,Global
2574-0962,2018,946,28,0,Global
1388-2457,2020,945,41,41,Global
0301-4797,2017,945,22,22,Global
1051-8223,2019,944,67,3,Global
1432-7643,2021,943,38,37,Global
2327-4662,2019,942,74,9,Global
2042-6496,2020,941,60,60,Global
1462-0324,2021,941,180,192,Global
1173-5503,2018,941,0,0,Global
0018-926X,2019,940,26,13,Global
1464-780X,2019,940,1,0,Global
1759-9954,2020,940,96,96,Global
2050-750X,2018,940,43,43,Global
0032-3861,2019,939,8,8,Global
0223-5234,2017,938,10,10,Global
0003-4266,2020,936,1,1,Global
1464-780X,2020,936,0,0,Global
2190-6815,2021,935,49,48,Global
0361-1981,2017,935,0,0,Global
0022-1120,2018,935,63,62,Global
0733-8724,2020,934,24,80,Global
1064-1246,2018,934,0,0,Global
0929-6212,2020,934,8,8,Global
0003-4975,2018,934,5,1,Global
1528-7483,2018,933,37,0,Global
1464-780X,2021,932,0,0,Global
0921-4526,2018,931,6,4,Global
0165-0327,2018,931,34,34,Global
2469-9985,2021,930,117,117,Global
0376-7388,2018,930,12,12,Global
1070-664X,2019,929,22,0,Global
0953-8984,2018,929,53,53,Global
0020-0255,2020,929,6,6,Global
0045-2068,2021,926,15,17,Global
0223-5234,2020,926,29,29,Global
0953-8984,2019,925,73,74,Global
0376-7388,2017,925,14,14,Global
1099-0690,2019,923,54,41,Global
2576-6422,2020,923,63,11,Global
0034-6748,2017,922,52,8,Global
0003-2670,2021,921,71,75,Global
0888-3270,2019,920,25,25,Global
1173-5503,2019,920,0,0,Global
0925-3467,2020,919,0,0,Global
0378-5173,2017,919,29,20,Global
0953-8984,2020,919,83,86,Global
0304-8853,2021,918,35,35,Global
0009-7322,2019,917,70,0,Global
0168-3659,2017,916,31,31,Global
0003-2999,2020,916,27,0,Global
0024-3205,2019,916,51,28,Global
0885-3924,2018,915,17,11,Global
1613-6810,2017,915,10,10,Global
0022-247X,2019,914,10,10,Global
0920-3796,2019,913,10,10,Global
0223-5234,2021,913,38,39,Global
0170-4214,2021,913,54,55,Global
0029-8018,2018,913,22,22,Global
0168-9002,2017,913,51,51,Global
0003-2654,2019,912,45,45,Global
0032-5910,2018,912,15,15,Global
0040-4039,2019,912,9,6,Global
1072-7515,2019,912,2,2,Global
1478-6419,2019,912,1,1,Global
1051-8223,2018,912,32,5,Global
0021-9673,2017,912,30,30,Global
1432-7643,2019,912,24,24,Global
2377-3766,2020,912,6,53,Global
0039-9140,2017,911,25,9,Global
0141-0296,2017,910,16,16,Global
0266-7061,2017,910,349,299,Global
0947-8396,2020,910,37,38,Global
1367-4803,2017,910,349,299,Global
0003-2670,2019,910,4,4,Global
1051-8223,2021,909,6,24,Global
0025-326X,2018,909,47,43,Global
1070-6631,2019,908,17,1,Global
0886-0440,2021,908,86,83,Global
0963-9969,2019,907,80,19,Global
0018-9464,2018,907,18,0,Global
0960-9822,2018,906,133,131,Global
0920-4105,2018,906,4,4,Global
0026-265X,2019,906,43,5,Global
0022-1120,2017,906,61,64,Global
1463-9262,2020,905,135,135,Global
0953-8984,2021,904,68,133,Global
1173-5503,2020,904,0,0,Global
0956-5663,2018,903,22,22,Global
0263-2241,2018,903,9,9,Global
0018-9383,2019,902,44,10,Global
0927-7765,2019,902,15,15,Global
0892-6638,2018,902,64,60,Global
0947-8396,2019,902,24,24,Global
0361-1981,2021,902,57,72,Global
1173-5503,2021,901,0,0,Global
0955-2219,2021,901,49,49,Global
0956-5663,2019,900,9,9,Global
0378-7788,2017,900,26,26,Global
0009-2614,2018,900,13,6,Global
0040-4020,2017,900,15,15,Global
2331-7019,2019,900,184,44,Global
0304-3894,2018,900,13,13,Global
0032-5910,2017,899,16,16,Global
0022-2623,2020,899,122,28,Global
0022-1694,2018,898,47,47,Global
0018-9545,2017,898,57,7,Global
1049-2275,2018,897,3,0,Global
1005-0302,2021,897,4,4,Global
0026-3672,2019,895,6,6,Global
0007-0963,2020,895,143,143,Global
1049-2275,2017,895,0,0,Global
0167-5273,2020,895,64,64,Global
0143-7208,2019,894,2,2,Global
1367-4803,2020,894,297,291,Global
0266-7061,2020,894,297,291,Global
0009-2614,2017,893,26,15,Global
0023-852X,2020,892,46,45,Global
0885-3924,2020,892,17,16,Global
0003-9993,2017,891,7,7,Global
1099-0690,2020,891,123,105,Global
0378-5173,2019,890,20,14,Global
0009-7330,2017,889,20,0,Global
0957-5820,2018,889,14,14,Global
0950-7051,2021,889,37,38,Global
0960-9822,2017,889,107,104,Global
0960-0779,2020,888,4,4,Global
0032-1052,2017,888,0,0,Global
1868-5137,2021,888,35,34,Global
0927-7757,2017,887,9,9,Global
1551-3203,2021,887,6,29,Global
0966-6362,2019,887,9,9,Global
1462-0324,2020,886,144,141,Global
0361-1981,2018,886,15,0,Global
1466-5026,2017,886,11,0,Global
0003-2654,2021,885,93,95,Global
0167-6369,2021,884,59,58,Global
0142-0615,2021,884,46,46,Global
0009-2614,2021,884,18,19,Global
0960-9822,2019,883,141,141,Global
0957-5820,2019,882,7,7,Global
2050-750X,2019,881,41,41,Global
0006-2960,2018,878,56,0,Global
0018-9383,2018,878,50,12,Global
0025-326X,2017,876,37,36,Global
1572-6657,2019,875,21,3,Global
1759-9660,2019,874,30,30,Global
1070-664X,2020,874,45,0,Global
0022-2313,2019,874,4,4,Global
1359-6454,2017,872,62,62,Global
0003-1348,2020,872,7,4,Global
0733-8724,2019,871,39,22,Global
0892-6638,2021,871,285,291,Global
1476-4954,2019,869,17,17,Global
2044-4753,2020,869,91,91,Global
1445-1433,2021,868,21,21,Global
1388-6150,2017,868,53,64,Global
1614-6832,2020,867,96,96,Global
0022-2313,2018,867,7,7,Global
1387-585X,2021,866,63,60,Global
1387-2877,2021,865,85,218,Global
2352-152X,2020,865,37,37,Global
1614-6832,2021,865,138,141,Global
0031-9228,2017,863,63,0,Global
0938-7994,2021,862,225,224,Global
0929-6212,2019,862,10,10,Global
1614-6832,2018,858,10,10,Global
0378-4371,2021,858,25,27,Global
0733-8724,2018,858,31,28,Global
1590-8658,2017,857,5,5,Global
0888-3270,2021,857,46,46,Global
0151-9638,2020,857,0,0,Global
0093-3813,2019,857,29,2,Global
1528-7483,2020,857,67,15,Global
2195-1071,2021,857,143,144,Global
0930-2794,2020,856,124,125,Global
0378-8741,2020,856,48,23,Global
1528-7483,2019,855,37,1,Global
1476-4954,2017,855,6,6,Global
0143-7208,2020,854,11,11,Global
1089-7798,2021,854,9,24,Global
2210-6707,2021,852,84,85,Global
1466-5026,2020,852,23,0,Global
0963-9969,2021,852,57,58,Global
0043-1354,2018,851,57,57,Global
0038-092X,2017,851,24,24,Global
0956-7135,2021,851,87,85,Global
1572-6657,2021,850,40,42,Global
1099-0690,2017,849,12,11,Global
0142-0615,2020,848,39,39,Global
0167-739X,2019,848,21,21,Global
0040-4020,2019,848,7,7,Global
0266-7061,2021,847,332,366,Global
0957-5820,2020,847,12,12,Global
1367-4803,2021,847,332,366,Global
0022-247X,2020,846,26,26,Global
1590-8658,2019,846,9,9,Global
0376-7388,2019,845,15,15,Global
0378-5173,2018,845,35,24,Global
0003-2999,2017,845,4,0,Global
0890-5096,2020,845,25,25,Global
2196-7350,2021,845,141,145,Global
1359-6454,2020,845,83,83,Global
0007-1048,2020,844,110,108,Global
0175-7598,2018,844,82,85,Global
1866-6280,2021,843,60,60,Global
2213-2198,2021,843,73,73,Global
0378-7788,2018,842,33,33,Global
0378-1119,2019,840,19,28,Global
0924-669X,2021,839,48,48,Global
0196-2892,2019,839,31,10,Global
0941-0643,2020,839,55,55,Global
0361-5235,2018,839,11,12,Global
0006-2960,2017,838,62,0,Global
0361-1981,2019,838,14,0,Global
0360-1323,2021,837,116,117,Global
0947-8396,2018,837,25,26,Global
0003-2999,2018,837,40,0,Global
0020-0255,2019,837,13,13,Global
2169-897X,2021,837,239,243,Global
0304-3894,2017,836,4,4,Global
0268-005X,2021,836,46,46,Global
1759-9954,2019,835,66,67,Global
1590-1874,2021,834,115,115,Global
2169-9380,2017,833,80,80,Global
0361-5235,2017,832,14,19,Global
1568-4946,2020,832,16,16,Global
0886-0440,2020,832,66,66,Global
0378-7788,2021,832,100,100,Global
1359-6454,2021,831,127,125,Global
0885-8993,2017,830,30,9,Global
0009-7322,2020,830,72,0,Global
2331-7019,2021,830,52,48,Global
1528-7483,2017,828,40,0,Global
1040-6182,2017,828,9,9,Global
1551-3203,2020,828,15,17,Global
0018-9383,2017,828,53,6,Global
2044-4753,2021,826,92,93,Global
1445-1433,2020,826,11,11,Global
0043-1354,2017,826,47,46,Global
1759-9660,2018,825,23,23,Global
0929-6212,2018,825,6,7,Global
0041-1345,2018,825,28,25,Global
0003-2670,2018,825,23,23,Global
1079-5642,2017,824,26,0,Global
0009-2509,2021,823,32,33,Global
0022-2623,2018,823,76,0,Global
0009-2614,2019,823,28,23,Global
0007-0963,2021,823,145,147,Global
0162-8828,2021,822,20,41,Global
1556-7036,2019,821,1,1,Global
0168-9002,2021,821,97,98,Global
0196-2892,2021,821,15,43,Global
0003-4932,2019,821,35,0,Global
1059-9495,2020,821,39,40,Global
0029-6651,2020,821,16,15,Global
0030-3992,2021,819,31,31,Global
0306-9877,2020,819,88,85,Global
0920-3796,2017,818,117,117,Global
1475-7516,2021,817,72,83,Global
1250-3274,2020,817,0,0,Global
1012-0394,2017,817,3,3,Global
0167-739X,2020,816,24,24,Global
1866-7511,2019,816,16,16,Global
1068-9265,2019,815,71,71,Global
1072-7515,2017,814,1,1,Global
1034-4810,2018,814,7,6,Global
1536-1225,2017,813,16,7,Global
0953-8984,2017,813,40,40,Global
1866-7511,2018,813,10,10,Global
0148-396X,2018,812,38,14,Global
0022-5142,2020,811,24,24,Global
0030-4018,2021,811,24,24,Global
0148-396X,2017,811,27,12,Global
0268-005X,2020,811,33,33,Global
0022-4804,2021,811,30,30,Global
2211-2855,2018,810,16,16,Global
0039-2499,2019,810,53,0,Global
1432-7643,2020,809,37,36,Global
2052-4110,2021,808,28,28,Global
0301-4851,2020,807,56,54,Global
0143-7208,2017,807,2,2,Global
0022-0248,2017,806,8,8,Global
1359-6454,2018,806,39,39,Global
2191-4281,2020,804,5,5,Global
1070-664X,2021,804,103,0,Global
0735-6757,2018,804,6,6,Global
1614-6832,2019,804,45,44,Global
0021-9673,2018,803,32,32,Global
0045-2068,2019,803,6,6,Global
1052-3057,2020,803,27,27,Global
1526-6125,2021,802,39,38,Global
0025-326X,2019,802,35,34,Global
1090-3798,2017,802,4,4,Global
2169-9380,2021,801,185,194,Global
1866-6280,2018,801,23,25,Global
0941-4355,2021,801,163,164,Global
2169-9313,2021,801,239,241,Global
0022-2623,2019,800,78,0,Global
0022-2313,2017,799,4,4,Global
0891-5849,2017,799,35,31,Global
2152-2669,2019,799,15,15,Global
0165-1781,2020,799,58,58,Global
0884-8734,2021,799,67,63,Global
0146-6615,2021,798,83,76,Global
2169-897X,2018,797,117,102,Global
0890-5096,2017,797,7,7,Global
1034-4810,2017,796,4,4,Global
2574-0970,2018,796,24,0,Global
1867-3880,2019,796,70,69,Global
1866-6280,2017,796,24,30,Global
0733-8724,2017,795,30,9,Global
1759-9954,2021,795,101,105,Global
0735-6757,2020,794,14,16,Global
0003-4266,2017,794,0,0,Global
0277-9536,2021,793,223,225,Global
0167-739X,2018,792,17,17,Global
0009-2509,2019,790,15,15,Global
2211-0348,2020,790,54,53,Global
2169-897X,2019,790,168,163,Global
0967-5868,2020,789,18,16,Global
1525-5050,2021,789,75,75,Global
0010-4825,2021,789,112,112,Global
2168-2216,2021,788,4,10,Global
0960-8923,2020,788,96,95,Global
0151-9638,2019,788,0,0,Global
0148-2963,2020,787,38,38,Global
1478-6419,2017,787,1,1,Global
1012-0394,2018,786,0,0,Global
1383-5866,2017,785,3,3,Global
0022-247X,2021,784,34,34,Global
1746-8094,2021,783,49,49,Global
0925-3467,2018,783,2,2,Global
0021-972X,2019,781,72,65,Global
0306-8919,2021,781,26,23,Global
0145-8892,2020,780,6,6,Global
0890-5096,2021,780,32,32,Global
2042-6496,2019,779,55,55,Global
0022-2623,2017,779,73,0,Global
0039-2499,2020,778,58,0,Global
0014-2999,2021,778,44,45,Global
1549-7747,2021,778,0,11,Global
2352-7102,2020,777,15,15,Global
0277-5387,2019,777,10,10,Global
1388-2457,2021,777,75,76,Global
0926-9959,2021,776,107,108,Global
1867-3880,2020,776,132,128,Global
1735-1472,2021,776,34,33,Global
1528-7483,2021,776,87,93,Global
1050-4648,2020,776,16,16,Global
1938-5862,2018,775,0,0,Global
0903-1936,2020,775,269,262,Global
0191-8869,2021,775,74,75,Global
0003-9993,2021,775,26,26,Global
1386-1425,2017,775,1,1,Global
0957-4174,2020,774,9,9,Global
0920-3796,2021,774,47,47,Global
1549-7747,2020,774,2,7,Global
0254-0584,2017,773,2,2,Global
2213-2929,2018,772,2,2,Global
1387-2877,2020,772,76,155,Global
1524-9050,2021,772,7,18,Global
0018-9286,2021,772,6,14,Global
0021-9541,2020,771,43,43,Global
0947-8396,2017,771,20,21,Global
0925-3467,2019,771,5,5,Global
0304-3940,2017,771,29,15,Global
1867-3880,2018,771,38,38,Global
0167-6369,2019,770,45,45,Global
0168-583X,2017,769,5,5,Global
1353-8020,2020,769,29,27,Global
2169-897X,2017,769,87,85,Global
0735-6757,2017,768,9,9,Global
0960-894X,2018,768,14,14,Global
1618-2642,2020,768,160,159,Global
0263-8231,2021,767,22,22,Global
0018-9464,2019,767,16,4,Global
1998-0000,2021,766,34,34,Global
1463-9262,2019,766,72,72,Global
0920-5861,2020,766,15,15,Global
0093-9994,2019,765,30,4,Global
0020-1693,2018,765,3,3,Global
2196-7350,2020,765,117,118,Global
0884-8734,2019,763,18,15,Global
0278-6915,2020,763,58,47,Global
0361-1981,2020,762,29,32,Global
0306-4549,2020,762,21,21,Global
0022-2313,2020,762,13,13,Global
0956-5663,2021,762,52,52,Global
0301-4215,2019,762,73,74,Global
